blackAdvantagePercent,spearmanCorrelation,meanAbsoluteRankError,averageTop8Retention,eloTop1OverallTop1ProbabilityPercent,mostPenalizedParticipant,mostPenalizedDelta,mostAdvantagedParticipant,mostAdvantagedDelta
50.00,0.875283,1.565819,7.644908,50.000000,飛,3.047458,香,-3.250000
60.00,0.796174,1.933047,7.569650,0.000000,飛,5.250000,ひよこ,-5.086838
70.00,0.843267,2.031250,7.433373,0.000000,飛,4.500000,うさぎ,-3.750000
80.00,0.831002,1.765865,7.373079,0.000000,飛,5.000000,歩,-3.750000
90.00,0.915256,1.468750,7.162080,100.000000,金,2.454634,歩,-3.750000
100.00,1.000000,2.000000,7.000000,12.500000,飛,3.625000,ひよこ,-3.625000
