blackAdvantagePercent,spearmanCorrelation,meanAbsoluteRankError,averageTop8Retention,eloTop1OverallTop1ProbabilityPercent,mostPenalizedParticipant,mostPenalizedDelta,mostAdvantagedParticipant,mostAdvantagedDelta
50.00,0.941176,1.475000,7.200000,0.000000,飛,2.800000,ひよこ,-2.900000
60.00,0.952036,1.687500,6.500000,15.000000,飛,3.700000,ひよこ,-3.500000
70.00,0.713760,3.175000,4.900000,20.000000,玉,5.150000,いぬ,-5.150000
80.00,-0.164706,5.587500,2.900000,10.000000,金,7.850000,ひよこ,-8.650000
90.00,-0.600000,7.850000,0.400000,0.000000,飛,9.600000,ねこ,-10.500000
100.00,-0.867722,8.000000,0.000000,0.000000,飛,11.500000,ひよこ,-11.500000
