calculationMode,blackAdvantagePercent,playerName,originalElo,effectiveElo,eloDelta,blackCount,whiteCount,blackWinRatePercent,whiteWinRatePercent,championshipProbabilityPercent,averagePlace,place1Percent,place1Count,place2Percent,place2Count,place3Percent,place3Count,place4Percent,place4Count,place5Percent,place5Count,place6Percent,place6Count,place7Percent,place7Count,place8Percent,place8Count,place9Percent,place9Count,place10Percent,place10Count,place11Percent,place11Count,place12Percent,place12Count,place13Percent,place13Count,place14Percent,place14Count,place15Percent,place15Count,place16Percent,place16Count
"シミュレーション (200,000回)",70.00,飛,5050,4903,-147,0,8,,61.51,15.24,5.815,15.24,30487.001,12.19,24374.601,10.42,20840.216,8.97,17940.235,8.11,16222.111,7.31,14623.857,6.23,12460.298,5.53,11051.045,5.18,10366.408,4.66,9328.803,3.96,7916.607,3.37,6735.573,3.00,6004.257,2.52,5041.674,1.95,3904.495,1.35,2702.819
"シミュレーション (200,000回)",70.00,角,5030,4883,-147,0,8,,58.79,11.95,6.439,11.95,23899.330,10.53,21060.899,9.51,19022.097,8.63,17259.551,8.08,16153.232,7.41,14814.018,6.58,13156.143,6.04,12070.116,5.75,11497.329,5.31,10621.055,4.62,9243.379,4.08,8164.193,3.74,7473.362,3.24,6477.801,2.63,5267.172,1.91,3820.324
"シミュレーション (200,000回)",70.00,玉,5010,4863,-147,0,8,,56.03,9.19,7.087,9.19,18376.194,8.98,17968.338,8.47,16946.388,8.07,16131.369,7.74,15484.104,7.33,14668.964,6.81,13610.643,6.44,12876.809,6.21,12414.777,5.83,11665.825,5.29,10571.417,4.86,9727.510,4.56,9115.469,4.05,8094.724,3.44,6877.481,2.73,5469.990
"シミュレーション (200,000回)",70.00,金,4990,4843,-147,0,8,,53.22,6.97,7.754,6.97,13944.416,7.42,14831.973,7.42,14843.965,7.37,14740.596,7.28,14564.724,7.06,14122.166,6.82,13644.101,6.64,13280.692,6.52,13032.221,6.26,12517.783,5.93,11854.855,5.65,11297.305,5.39,10774.343,4.98,9957.360,4.47,8937.904,3.83,7655.598
"シミュレーション (200,000回)",70.00,銀,4970,4823,-147,0,8,,50.40,5.32,8.406,5.32,10645.838,5.98,11956.375,6.35,12701.814,6.56,13112.696,6.67,13334.906,6.69,13370.609,6.73,13453.056,6.72,13442.186,6.67,13341.662,6.57,13146.504,6.45,12908.712,6.36,12713.588,6.21,12428.495,5.99,11986.485,5.61,11224.687,5.12,10232.388
"シミュレーション (200,000回)",70.00,桂,4950,4803,-147,0,8,,47.57,3.93,9.097,3.93,7860.772,4.70,9408.891,5.26,10523.855,5.68,11352.692,5.91,11815.273,6.12,12235.941,6.43,12859.577,6.61,13218.379,6.65,13307.333,6.77,13537.665,6.92,13844.471,7.00,14009.807,7.04,14088.164,7.04,14083.515,7.02,14030.951,6.91,13822.713
"シミュレーション (200,000回)",70.00,香,4930,4783,-147,0,8,,44.76,2.78,9.760,2.78,5568.090,3.65,7299.246,4.29,8583.067,4.83,9653.847,5.13,10269.018,5.54,11070.439,6.04,12074.445,6.37,12745.308,6.53,13055.431,6.80,13596.634,7.17,14342.537,7.51,15020.135,7.72,15440.228,8.07,16141.358,8.57,17135.161,9.00,18005.055
"シミュレーション (200,000回)",70.00,歩,4910,4763,-147,0,8,,41.98,2.00,10.416,2.00,4002.337,2.75,5506.209,3.41,6826.639,3.97,7939.609,4.35,8690.535,4.85,9705.833,5.49,10974.946,5.90,11790.420,6.16,12321.090,6.65,13294.993,7.38,14758.449,7.93,15861.217,8.34,16685.978,9.08,18153.234,10.09,20187.727,11.65,23300.786
"シミュレーション (200,000回)",70.00,きりん,4890,5037,+147,8,0,58.02,,11.74,6.589,11.74,23470.402,10.09,20176.109,9.03,18058.805,8.31,16613.338,7.89,15780.992,7.33,14668.869,6.64,13278.478,6.18,12363.798,5.93,11851.756,5.49,10972.696,4.84,9683.200,4.32,8640.609,3.95,7896.398,3.45,6891.743,2.80,5606.550,2.02,4046.256
"シミュレーション (200,000回)",70.00,ぞう,4870,5017,+147,8,0,55.24,,9.11,7.234,9.11,18226.474,8.46,16911.398,8.06,16114.248,7.75,15499.273,7.56,15124.898,7.23,14458.071,6.81,13621.444,6.51,13013.421,6.34,12683.842,6.02,12041.073,5.48,10958.760,5.11,10212.025,4.80,9595.379,4.30,8601.844,3.64,7272.823,2.83,5665.029
