calculationMode,blackAdvantagePercent,playerName,originalElo,effectiveElo,eloDelta,blackCount,whiteCount,blackWinRatePercent,whiteWinRatePercent,championshipProbabilityPercent,averagePlace,place1Percent,place1Count,place2Percent,place2Count,place3Percent,place3Count,place4Percent,place4Count,place5Percent,place5Count,place6Percent,place6Count,place7Percent,place7Count,place8Percent,place8Count,place9Percent,place9Count,place10Percent,place10Count,place11Percent,place11Count,place12Percent,place12Count,place13Percent,place13Count,place14Percent,place14Count,place15Percent,place15Count,place16Percent,place16Count
"シミュレーション (200,000回)",70.00,圭,5110,4963,-147,0,8,,63.09,16.35,5.507,16.35,32691.361,13.10,26201.713,10.95,21894.020,9.33,18658.491,8.33,16658.659,7.33,14664.059,6.15,12308.590,5.31,10618.291,4.88,9763.195,4.35,8706.197,3.57,7134.755,2.97,5941.570,2.59,5173.900,2.15,4295.610,1.60,3205.956,1.04,2083.633
"シミュレーション (200,000回)",70.00,杏,5090,4943,-147,0,8,,60.44,13.02,6.094,13.02,26031.340,11.39,22770.930,10.11,20217.590,9.03,18052.320,8.31,16619.895,7.59,15189.566,6.59,13179.347,5.93,11869.474,5.56,11120.789,5.00,10004.129,4.25,8496.263,3.66,7313.405,3.23,6461.039,2.71,5421.567,2.14,4288.471,1.48,2963.875
"シミュレーション (200,000回)",70.00,と,5070,4923,-147,0,8,,57.72,10.13,6.708,10.13,20255.607,9.72,19433.487,9.19,18388.070,8.57,17147.243,8.11,16227.964,7.60,15195.659,6.90,13808.518,6.42,12833.380,6.09,12182.216,5.62,11237.459,4.92,9847.670,4.38,8769.378,3.96,7926.315,3.46,6914.842,2.81,5620.600,2.11,4211.592
"シミュレーション (200,000回)",70.00,飛,5050,4903,-147,0,8,,54.95,7.67,7.378,7.67,15345.356,8.06,16122.324,8.02,16049.728,7.92,15844.084,7.70,15392.696,7.44,14872.443,7.06,14118.299,6.74,13480.863,6.53,13061.790,6.14,12272.666,5.63,11259.549,5.22,10446.618,4.85,9696.799,4.29,8582.221,3.73,7464.370,3.00,5990.192
"シミュレーション (200,000回)",70.00,角,5030,4883,-147,0,8,,52.16,5.87,8.012,5.87,11736.821,6.61,13227.027,6.99,13975.510,7.12,14241.403,7.16,14326.904,7.12,14241.069,7.01,14010.879,6.89,13775.325,6.76,13527.227,6.54,13074.524,6.23,12452.074,5.95,11906.581,5.70,11391.053,5.24,10472.090,4.71,9415.913,4.11,8225.599
"シミュレーション (200,000回)",70.00,玉,5010,4863,-147,0,8,,49.35,4.35,8.691,4.35,8706.537,5.20,10391.215,5.85,11695.058,6.23,12454.476,6.46,12912.667,6.61,13226.433,6.80,13607.800,6.94,13876.615,6.95,13892.108,6.85,13694.629,6.76,13518.323,6.67,13337.315,6.52,13031.828,6.27,12536.219,6.00,12007.348,5.56,11111.429
"シミュレーション (200,000回)",70.00,金,4990,4843,-147,0,8,,46.54,3.16,9.340,3.16,6314.011,4.13,8255.116,4.75,9500.467,5.33,10652.265,5.67,11336.422,6.03,12069.423,6.50,13005.092,6.80,13595.949,6.92,13833.239,7.00,14001.659,7.22,14432.890,7.30,14592.670,7.33,14663.421,7.31,14619.543,7.25,14505.569,7.31,14622.265
"シミュレーション (200,000回)",70.00,銀,4970,4823,-147,0,8,,43.76,2.27,10.002,2.27,4533.192,3.13,6259.779,3.86,7714.328,4.44,8879.201,4.82,9636.125,5.35,10707.480,6.00,11997.134,6.42,12837.479,6.63,13264.015,6.98,13965.162,7.46,14917.336,7.84,15671.117,8.06,16126.918,8.37,16733.388,8.81,17617.578,9.57,19139.769
"シミュレーション (200,000回)",70.00,桂,4950,5097,+147,8,0,58.02,,11.39,6.602,11.39,22774.368,9.92,19832.596,8.92,17834.248,8.36,16722.463,7.97,15949.945,7.46,14914.468,6.78,13556.700,6.35,12695.946,6.07,12147.414,5.60,11197.909,4.95,9895.653,4.42,8834.335,3.99,7976.892,3.36,6723.508,2.63,5259.779,1.84,3683.778
"シミュレーション (200,000回)",70.00,香,4930,5077,+147,8,0,55.24,,8.74,7.239,8.74,17480.601,8.34,16675.124,8.03,16065.619,7.79,15576.901,7.65,15291.946,7.31,14615.963,6.92,13832.175,6.65,13302.098,6.49,12985.323,6.15,12309.196,5.65,11291.766,5.20,10407.252,4.81,9615.418,4.23,8456.991,3.48,6953.980,2.57,5139.646
